code	mod_code	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
RIOK3:e56bb27e	m	0.0	588.0	603.0	1054.0	1802.0	3826.0
RIOK3:e8ac8ad4	17596	45028.0	44173.0	52406.0	103797.0	174660.0	97892.0
RIOK3:e8ac8ad4	17802	42229.0	41472.0	49543.0	97492.0	163994.0	91879.0
RIOK3:e8ac8ad4	19227	42229.0	41472.0	49543.0	97492.0	163994.0	91879.0
RIOK3:e8ac8ad4	19228	25594.0	25342.0	30166.0	58974.0	99480.0	55990.0
RIOK3:e8ac8ad4	19229	31331.0	30617.0	37048.0	72173.0	121698.0	67873.0
RIOK3:e8ac8ad4	69426	45028.0	44173.0	52406.0	103797.0	174660.0	97892.0
RIOK3:e8ac8ad4	a	45028.0	44173.0	52406.0	103797.0	174660.0	97892.0
RIOK3:e8ac8ad4	m	25594.0	25342.0	30166.0	58974.0	99480.0	55990.0
RIOK3:fefb8f8f	17596	20058.0	9718.0	10570.0	43167.0	71646.0	38942.0
RIOK3:fefb8f8f	17802	19447.0	9551.0	10431.0	42136.0	69630.0	37674.0
RIOK3:fefb8f8f	19227	19447.0	9551.0	10431.0	42136.0	69630.0	37674.0
RIOK3:fefb8f8f	19228	10340.0	5093.0	5500.0	22288.0	37076.0	20146.0
RIOK3:fefb8f8f	19229	13308.0	6383.0	7039.0	28396.0	47319.0	25697.0
RIOK3:fefb8f8f	69426	20058.0	9718.0	10570.0	43167.0	71646.0	38942.0
RIOK3:fefb8f8f	a	20058.0	9718.0	10570.0	43167.0	71646.0	38942.0
RIOK3:fefb8f8f	m	10340.0	5093.0	5500.0	22288.0	37076.0	20146.0
